Platform,Game,Entry
Facebook,Tottenham vs. Liverpool May 1,"Katy Saxham Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,99 seconds... Actually. Typical Spurs 🤦
Facebook,Tottenham vs. Liverpool May 1,Eric Dier's last 3 games long pass percentage -Nescastle: 15%(2/13) -Manchester United: 20%(1/5) -Liverpool: 14%(1/7)
Facebook,Tottenham vs. Liverpool May 1,Enver Micheal Samuel Tsek 🤣🤣🤣
Facebook,Tottenham vs. Liverpool May 1,Really felt for spurs.. They deserved something from the game..
Facebook,Tottenham vs. Liverpool May 1,Now you made us to fear wearing our jersey..... everytime defeat...why
Facebook,Tottenham vs. Liverpool May 1,Referee?? That’s clearly a penalty
Facebook,Tottenham vs. Liverpool May 1,I will always be proud of this team 🤍🤍
Facebook,Tottenham vs. Liverpool May 1,KKKKK
Facebook,Tottenham vs. Liverpool May 1,Emmy Kvngs old jokes are never funny after you’ve heard them a dozen times 😬
Facebook,Tottenham vs. Liverpool May 1,Good fight - almost there
Facebook,Tottenham vs. Liverpool May 1,John Stewart again why are you even looking at a thread on a Tottenham page?  How did you get on this weekend?
Facebook,Tottenham vs. Liverpool May 1,"Martyn Dunwell are you for real, did you have to bring that up, Seriously."
Facebook,Tottenham vs. Liverpool May 1,Mightily Losers Will Dix can’t be bragging tonight
Facebook,Tottenham vs. Liverpool May 1,Let's blame Conte?
Facebook,Tottenham vs. Liverpool May 1,Suheybo Othman masaakiintaan ku digashada kadaa😂
Facebook,Tottenham vs. Liverpool May 1,Daouda zoungrana ure not funny I went to Tottenham training ground and shouted Newcastle every one ran away including the couch
Facebook,Tottenham vs. Liverpool May 1,Spurs should only play the second half.
Facebook,Tottenham vs. Liverpool May 1,"Gloria Swanson look at meret , radu , kobel , ramsdale.. all are young gk.. the good old people are the one who played in the same system many years.. we need to give austin a chance to blend in the team before going for someone else.. atleast try.."
Facebook,Tottenham vs. Liverpool May 1,Amos Lee then you are not a true supporter
Facebook,Tottenham vs. Liverpool May 1,Entertaining rollercoaster ride of a game. Deserved at least a hard fought point and just heartbreaking to lose it.  Should Jota have still been on the pitch though?
Facebook,Tottenham vs. Liverpool May 1,"Spurs made a mistake, not signing defenders this season, what a silly defence this season."
Facebook,Tottenham vs. Liverpool May 1,"Tragedia zostaliśmy okradzeni. Gdzie kartka , gdzie kary to jakaś masakra"
Facebook,Tottenham vs. Liverpool May 1,ادكول مخابيل واحد يزر الثاني 😅😅
Facebook,Tottenham vs. Liverpool May 1,Typical Spursy moment again.  Can't believe this club.
Facebook,Tottenham vs. Liverpool May 1,John Stewart you brought rangers up 🤷🏻‍♂️
Facebook,Tottenham vs. Liverpool May 1,Sakhile Ndaba isentshizili
Facebook,Tottenham vs. Liverpool May 1,Donna Jones we had no Scottish Premiership game this weekend.
Facebook,Tottenham vs. Liverpool May 1,Tottenham was deserved to win 🤦‍♂️😁
Facebook,Tottenham vs. Liverpool May 1,Wtf why Jota didn’t got red card what was doing Var. that’s was karate front kick to the face
Facebook,Tottenham vs. Liverpool May 1,"Stefan Pichowski Jose, Conte - serial winners all talk about the change of attitude required yet it will never happen. As teams around grow stronger we regress. We will forever be the “almost” club. It’s shambolic from top to bottom"
Facebook,Tottenham vs. Liverpool May 1,John Stewart Looks like we are both overshadowed by our closest neighbours then doesn’t it ?
Facebook,Tottenham vs. Liverpool May 1,🤣🤡🤡🤡
Facebook,Tottenham vs. Liverpool May 1,Red card Diogo jota
Facebook,Tottenham vs. Liverpool May 1,"Losing this match after a historic comeback is hard to take. But seriously, the players need to be ready when the game starts. Defensive quality is the main problem to address. COYS ⚽⚽⚽"
Facebook,Tottenham vs. Liverpool May 1,"Maxamed Sadiiq Abdulahi : in view of that kick in the head , it was not even worthy of a dirty look ."
Facebook,Tottenham vs. Liverpool May 1,Not bad... We're getting there
Facebook,Tottenham vs. Liverpool May 1,As a manu fans as a neutral sad to see that from Tottenham 🤣🤣
Facebook,Tottenham vs. Liverpool May 1,Adam Matthews Levy does everything else let him coach
Facebook,Tottenham vs. Liverpool May 1,🦆🤫
Facebook,Tottenham vs. Liverpool May 1,I am not undirstand anything in this team
Facebook,Tottenham vs. Liverpool May 1,👍👍👍👍👍
Facebook,Tottenham vs. Liverpool May 1,Richarlison thought he secured a point for Tottenham 😂 poor Richarlison 🤭😂
Facebook,Tottenham vs. Liverpool May 1,"My warmest regards to #richarlison , pls dont celebrate too early, no chicken dance, the karma is back to you... try to respect others... then you'll be respected... #sambalpedas"
Facebook,Tottenham vs. Liverpool May 1,As expected 👍💯
Facebook,Tottenham vs. Liverpool May 1,Suheybo Othman nasiib kaga baxsaten wlhi Alx dheh hadaa fakateen
Facebook,Tottenham vs. Liverpool May 1,Aminu M Aminu Africa experts at it again
Facebook,Tottenham vs. Liverpool May 1,🦆🦆🦆🦆🦆
Facebook,Tottenham vs. Liverpool May 1,We tried
Facebook,Tottenham vs. Liverpool May 1,Chikaiko Yasin mbola ndi mbolatu
Facebook,Tottenham vs. Liverpool May 1,Spurs doing a spursy 😆 🤣 😂
Facebook,Tottenham vs. Liverpool May 1,Matt Garde And it's even more sadder to see that Liverpool Fans think they can get top 4 🤣🤣🤣🤣🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool May 1,So unlucky not to win. We played in the second half. Should have had a penalty and hit the post twice. COYS
Facebook,Tottenham vs. Liverpool May 1,😰😰😰😰🇩🇿🇩🇿
Facebook,Tottenham vs. Liverpool May 1,Kenneth Dahl that's a fair comment but the judgement was a massive error from a game management perspective.
Facebook,Tottenham vs. Liverpool May 1,Wayne Morris because Skippy bent down to head the ball
Facebook,Tottenham vs. Liverpool May 1,"Didn't play that bad after Harry scored ,hit the post 3 times could have been a lot different ,keep the faith and we'll see you both soon"
Facebook,Tottenham vs. Liverpool May 1,Shane Gillham New 🎻
Facebook,Tottenham vs. Liverpool May 1,Things would've been different if Jota gets a red when he spiked Skipp in the face and Richarilson got the penalty after being arm tackled in the box from behind. Liverpool always gets some home cooking at Anfield.
Facebook,Tottenham vs. Liverpool May 1,Chite Munthali mamakidwe a tchalitchi tu
Facebook,Tottenham vs. Liverpool May 1,"Thejus Joseph What??? Think you’re getting a little in front of yourself? U21/18s??? Nah, sorry not going to happen? Laters 👋 COYS"
Facebook,Tottenham vs. Liverpool May 1,Moura moura moura moura….
Facebook,Tottenham vs. Liverpool May 1,A nice game well played lads
Facebook,Tottenham vs. Liverpool May 1,Daouda zoungrana 😂😂😂😂😂 United kryptonite is sevilla
Facebook,Tottenham vs. Liverpool May 1,"Chris Batley Rangers are a bigger club than Celtic, we have a 50,000 capacity stadium."
Facebook,Tottenham vs. Liverpool May 1,The referee is a JOKE！And where is the VAR？
Facebook,Tottenham vs. Liverpool May 1,"Haha, really? Ryan Mason🤣 Skipp as Kane’s assistant 😂"
Facebook,Tottenham vs. Liverpool May 1,Chikaiko Yasin 😂😂
Facebook,Tottenham vs. Liverpool May 1,Good game though!!
Facebook,Tottenham vs. Liverpool May 1,Samuel Quame Osei spurs would be too 3 if they did that
Facebook,Tottenham vs. Liverpool May 1,But not that low .
Facebook,Tottenham vs. Liverpool May 1,John Stewart you have a 2 team league and you still can't win it
Facebook,Tottenham vs. Liverpool May 1,Chikaiko Yasin amwene Moura aja malo mongodunyula amafuna ataniso
Facebook,Tottenham vs. Liverpool May 1,Joke of a club
Facebook,Tottenham vs. Liverpool May 1,ظاهر ألكردوش
Facebook,Tottenham vs. Liverpool May 1,If that was Romero with the high boot it’s a straight red all day long 🤷‍♀️ LiVARpool yet again !
Facebook,Tottenham vs. Liverpool May 1,والله بتستاهلو فراخ للبببيييييييع 🤪
Facebook,Tottenham vs. Liverpool May 1,Leon Garthwaite not fans mate. If you can't watch the hard times you don't deserve the good times. Nothing good comes easy!
Facebook,Tottenham vs. Liverpool May 1,🖕🖕🖕🖕🖕🖕
Facebook,Tottenham vs. Liverpool May 1,"But I feel Tottenham was robed an obvious penalty wasn't given,an obvious red card offence still not given,"
Facebook,Tottenham vs. Liverpool May 1,Cyanda Sbusiseko Ngwane nidliwa njalooooo nani Kimpembe senifuna ukuzovuka ngathi
Facebook,Tottenham vs. Liverpool May 1,"Omg~I'm angry at the duality of the fans here.  I remember telling him to start without Sonny until recently and praising Moura very much.  Now, however, there are even comments saying that Moura should not play because he makes a mistake.  What kind of fans are these? I'm a Sonny fan but even though Moura made a mistake and we lost, these dual fans' hearts towards the players are really upsetting.  Are you guys real fans? No matter how important victory is, there is no victory without the players.  Please don't blame the players for their poor performance because they lost and made mistakes, but have a heart of encouragement and support. I'm angry,  Tottenham fans are because of the duality😡"
Facebook,Tottenham vs. Liverpool May 1,"Shout out to son,, Dembaba lollllz"
Facebook,Tottenham vs. Liverpool May 1,This defeat really hurt me cos Tottenham really proved worthy of a win or draw and not a loss...the last goal from Liverpool was rather unfortunate 😂💔
Facebook,Tottenham vs. Liverpool May 1,Baro Nyakonomenal neveve bsa rekusapindura vamwe
Facebook,Tottenham vs. Liverpool May 1,🤣🤣🤣
Facebook,Tottenham vs. Liverpool May 1,Too many of your players have very low intelligence which causes results like this.   It's de history of de Totting Ham.
Facebook,Tottenham vs. Liverpool May 1,It's a pity
Facebook,Tottenham vs. Liverpool May 1,Mandem o Lucas Moura embora hoje
Facebook,Tottenham vs. Liverpool May 1,"Super comeback, rather loose 4-3 than 3-0!"
Facebook,Tottenham vs. Liverpool May 1,Moses Guman i guess they are looking for a new manager next season
Facebook,Tottenham vs. Liverpool May 1,I have never seen a useless defence like this one....
Facebook,Tottenham vs. Liverpool May 1,John Stewart so that contradicts your earlier argument then - Spurs have a larger capacity than Arsenal (and Rangers !) …. Now if you had said we have a small club mentality I would have to agree 🤣
Facebook,Tottenham vs. Liverpool May 1,almost turn the tables
Facebook,Tottenham vs. Liverpool May 1,When did TOT won?
Facebook,Tottenham vs. Liverpool May 1,SEÑOR PARTIDO el tottenham creo que si puede ir a la próxima champions si se concentra más hoy jugaron muy bien incluso creo yo que se impusieron al liverpool vamooss spurs a por esa champions
Facebook,Tottenham vs. Liverpool May 1,"If Tottenham play like this every week, they'll be in UCL next season. Great performance, only a bit unlucky 👏 I wish Chelsea could do half of what you played today, we would be glad 😊"
Facebook,Tottenham vs. Liverpool May 1,Gonna keep struggling with those clowns at the back. Hopefully this gets sorted this summer but I’m not going to hold my breath.
Facebook,Tottenham vs. Liverpool May 1,قدمت مباراة قوي
Facebook,Tottenham vs. Liverpool May 1,Romero has got to be the worst player to sign for Spurs
Facebook,Tottenham vs. Liverpool May 1,Sakhile Ndaba siyafana ne chelsea kodwa kolunga next season
Facebook,Tottenham vs. Liverpool May 1,We have something to build on guys
Facebook,Tottenham vs. Liverpool May 1,Lucas mora 🖕
Facebook,Tottenham vs. Liverpool May 1,"John Stewart it’s not a competition about who is a bigger club. Spurs are a big club who won’t be going anywhere. Their fans deserve more and that will be realised I’m sure. There are ups and downs in any competitive league, that’s in part what makes English football entertaining"
Facebook,Tottenham vs. Liverpool May 1,Steven Martin He’s going to Liverpool 😂
Facebook,Tottenham vs. Liverpool May 1,Muhamad Shukri makan la sikit
Facebook,Tottenham vs. Liverpool May 1,Does Richarlison take off his shirt ?
Facebook,Tottenham vs. Liverpool May 1,"Courageous comeback. Loved seeing the heart. But oh Lucas Lucas Lucas. You'll forever have That Night In Amsterdam, but dear Lord please don't let him on the pitch again."
Facebook,Tottenham vs. Liverpool May 1,John Stewart no it was cup games wasn't it? So how did you get on?
